,election,cycle,fecyear,bonica.rid,bonica.cid,name,lname,ffname,fname,mname,title,suffix,party,state,seat,district,distcyc,ico.status,cand.gender,recipient.cfscore,recipient.cfscore.dyn,contributor.cfscore,dwdime,dwnom1,dwnom2,ps.dwnom1,ps.dwnom2,irt.cfscore,num.givers,num.givers.total,total.receipts,total.disbursements,total.indiv.contribs,total.unitemized,total.pac.contribs,total.party.contribs,total.contribs.from.candidate,ind.exp.support,ind.exp.oppose,prim.vote.pct,pwinner,gen.vote.pct,gwinner,s.elec.stat,r.elec.stat,district.pres.vs,fec.cand.status,recipient.type,igcat,comtype,ICPSR,ICPSR2,Cand.ID,FEC.ID,NID,before.switch.ICPSR,after.switch.ICPSR,party.orig,nimsp.party,nimsp.candidate.ICO.code,nimsp.district,nimsp.office,nimsp.candidate.status
70462,fd2022,2022,2022.0,cand213143,37720915175.0,"anderson, david lee jr",anderson,david lee,david,lee,,jr,100,TX,federal:house,TX21,2022_TX_21,C,M,-1.23,-1.23,,,,,,,,26,26,5885.92,4640.86,5834.51,1423.03,0.0,0.0,51.41,0.0,0.0,,,,,,,0.4,C,cand,,H,H2TX351022022,H2TX35102,H2TX35102,C00765792,NH2TX35102,,,100,,,,,
70463,fd2022,2022,2022.0,cand45198,4134327186.0,"castro, joaquin",castro,joaquin,joaquin,,,,100,TX,federal:house,TX20,2022_TX_20,I,M,-0.701,-0.946,-0.421,-0.4,-0.402,-0.065,,,,2601,9257,682068.98,635072.68,439572.71,119689.75,242496.27,0.0,0.0,11.25,0.0,,,68.4264850692261,W,,,0.668,C,cand,,H,H2TX350112022,21362,H2TX35011,C00497933,N00033316,,,100,,,,,
70464,fd2022,2022,2022.0,cand213141,,"sanchez, daniel",sanchez,daniel,daniel,,,,100,TX,federal:house,TX34,2022_TX_34,C,M,-0.451,-0.451,,-0.384,,,,,,202,202,224668.45,224668.45,89868.45,4568.45,29800.0,5000.0,100000.0,0.0,0.0,,,,,,,0.578,C,cand,,H,H2TX342382022,H2TX34238,H2TX34238,C00811901,NH2TX34238,,,100,,,,,
70465,fd2022,2022,2022.0,cand213136,,"cisneros, laura e",cisneros,laura e,laura,e,dr,,100,TX,federal:house,TX34,2022_TX_34,C,F,-1.032,-1.032,,,,,,,,40,40,204861.12,161359.8,4861.12,2911.12,0.0,0.0,200000.0,0.0,0.0,,,,,,,0.578,C,cand,,H,H2TX341882022,H2TX34188,H2TX34188,C00790766,NH2TX34188,,,100,,,,,
70466,fd2022,2022,2022.0,cand213134,5000037679595141.0,"garza, rochelle",garza,rochelle,rochelle,,,,100,TX,federal:house,TX34,2022_TX_34,C,F,-0.947,-0.947,-0.923,-0.411,,,,,,771,771,207326.86,207326.86,199084.99,32799.99,3500.0,0.0,3047.71,0.0,0.0,,,,,,,0.578,C,cand,,H,H2TX341622022,H2TX34162,H2TX34162,C00783894,NH2TX34162,,,100,,,,,
70467,fd2022,2022,2022.0,cand213133,,"rodriguez, jaime alfonso",rodriguez,jaime alfonso,jaime,alfonso,mr,,100,TX,federal:house,TX34,2022_TX_34,C,U,-1.032,-1.032,,,,,,,,25,25,22561.11,21858.41,31561.11,4161.11,0.0,0.0,0.0,0.0,0.0,,,,,,,0.578,C,cand,,H,H2TX341542022,H2TX34154,H2TX34154,C00783290,NH2TX34154,,,100,,,,,
70468,fd2022,2022,2022.0,cand157180,5000037683403070.0,"flores, mayra nohemi",flores,mayra nohemi,mayra,nohemi,,,200,TX,federal:house,TX34,2022_TX_34,I,F,1.53,1.53,1.564,0.401,0.336,0.623,,,,25656,25656,4685774.09,4660030.22,3595804.91,1567790.4,648120.07,20000.0,10153.18,558345.65,5318174.56,,,,,,,0.578,C,cand,,H,H2TX341132022,22165,H2TX34113,C00768994,NH2TX34113,,,200,,,,,
70469,fd2022,2022,2022.0,cand45177,3822470453.0,"veasey, marc allison",veasey,marc allison,marc,allison,,,100,TX,federal:house,TX33,2022_TX_33,I,M,-0.483,-0.679,-0.802,-0.414,-0.403,0.336,,,,1097,4085,1846105.83,1503704.24,599042.81,17067.88,1242790.0,4000.0,0.0,6.75,0.0,,,73.7581323460695,W,,,0.753,C,cand,,H,H2TX330732022,21365,H2TX33073,C00506832,N00033839,,,100,,,,,
70470,fd2022,2022,2022.0,cand45174,4864245878.0,"williams, roger",williams,roger,roger,,,,200,TX,federal:house,TX25,2022_TX_25,I,M,1.242,1.222,1.132,0.587,0.595,0.065,,,,582,2936,1788358.21,1429737.79,539387.45,12767.45,521240.0,0.0,0.0,0.0,0.0,,,100.0,W,,,0.342,C,cand,,H,H2TX330402022,21364,H2TX33040,C00498121,N00030602,,,200,,,,,
70471,fd2022,2022,2022.0,cand213125,35777959146.0,"day, darrell",day,darrell,darrell,,,,200,TX,federal:house,TX32,2022_TX_32,C,M,2.088,2.088,1.987,,,,,,,5,5,46352.32,30262.46,26352.32,150.0,0.0,0.0,20000.0,0.0,0.0,,,,,,,0.668,C,cand,,H,H2TX321822022,H2TX32182,H2TX32182,C00798587,NH2TX32182,,,200,,,,,
70472,fd2022,2022,2022.0,cand213123,37680617579.0,"swad, antonio",swad,antonio,antonio,,,,200,TX,federal:house,TX32,2022_TX_32,C,M,1.44,1.44,1.507,0.701,,,,,,111,111,2386122.49,2386122.49,54372.5,6070.5,0.0,0.0,2321000.0,0.0,0.0,,,,,,,0.668,C,cand,,H,H2TX321662022,H2TX32166,H2TX32166,C00796383,NH2TX32166,,,200,,,,,
70473,fd2022,2022,2022.0,cand213122,,"okpa, ejike",okpa,ejike,ejike,,,,200,TX,federal:house,TX32,2022_TX_32,C,U,1.188,1.188,,,,,,,,67,67,27690.0,8107.64,27690.0,2540.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.668,C,cand,,H,H2TX321582022,H2TX32158,H2TX32158,C00795914,NH2TX32158,,,200,,,,,
70474,fd2022,2022,2022.0,cand213121,37722023428.0,"davis, nathan",davis,nathan,nathan,,,,200,TX,federal:house,TX32,2022_TX_32,C,M,1.408,1.408,1.442,,,,,,,16,16,30643.02,30632.47,1937.0,937.0,0.0,0.0,26375.0,0.0,0.0,,,,,,,0.668,C,cand,,H,H2TX321412022,H2TX32141,H2TX32141,C00792903,NH2TX32141,,,200,,,,,
70475,fd2022,2022,2022.0,cand213120,37684106464.0,"webb, justin",webb,justin,justin,,,,200,TX,federal:house,TX32,2022_TX_32,C,M,1.144,1.144,1.228,0.464,,,,,,79,79,38877.86,38877.86,33877.86,9697.86,2500.0,0.0,2500.0,0.0,0.0,,,,,,,0.668,C,cand,,H,H2TX321332022,H2TX32133,H2TX32133,C00789347,NH2TX32133,,,200,,,,,
70476,fd2022,2022,2022.0,cand213119,37678384657.0,"porro, john charles",porro,john charles,john,charles,mr,,200,TX,federal:house,TX01,2022_TX_1,O,M,1.294,1.294,1.327,0.67,,,,,,74,74,72472.83,70666.67,59496.56,6331.56,0.0,2500.0,8651.78,0.0,0.0,,,,,,,0.268,C,cand,,H,H2TX321252022,H2TX32125,H2TX32125,C00788547,NH2TX32125,,,200,,,,,
70477,fd2022,2022,2022.0,cand213118,,"slagel, gary allen",slagel,gary allen,gary,allen,,,200,TX,federal:house,TX32,2022_TX_32,C,M,1.154,1.154,,,,,,,,42,42,40750.0,40750.0,40750.0,200.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.668,C,cand,,H,H2TX321172022,H2TX32117,H2TX32117,C00783431,NH2TX32117,,,200,,,,,
70478,fd2022,2022,2022.0,cand213115,,"namdar, brad",namdar,brad,brad,,,,200,TX,federal:house,TX32,2022_TX_32,C,M,1.409,1.409,,0.596,,,,,,151,151,110314.96,103894.8,87014.96,8418.26,0.0,2500.0,15000.0,0.0,0.0,,,,,,,0.668,C,cand,,H,H2TX320832022,H2TX32083,H2TX32083,C00766287,NH2TX32083,,,200,,,,,
70479,fd2022,2022,2022.0,cand213112,,"hildner, jonathan david",hildner,jonathan david,jonathan,david,mr,,100,TX,federal:house,TX31,2022_TX_31,C,M,-1.103,-1.103,,,,,,,,95,95,16356.0,14563.14,16356.0,4006.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.397,C,cand,,H,H2TX311502022,H2TX31150,H2TX31150,C00785048,NH2TX31150,,,100,,,,,
70480,fd2022,2022,2022.0,cand213107,37694989128.0,"rodgers, james byron",rodgers,james byron,james,byron,mr,,200,TX,federal:house,TX30,2022_TX_30,O,M,1.355,1.355,1.388,,,,,,,57,57,64725.05,64717.98,51138.0,10158.0,2000.0,0.0,8300.0,0.0,0.0,,,22.5229054772094,L,,,0.787,C,cand,,H,H2TX302362022,H2TX30236,H2TX30236,C00799585,NH2TX30236,,,200,,,,,
70481,fd2022,2022,2022.0,cand213102,37690200146.0,"goodwin, kelvin",goodwin,kelvin,kelvin,,mr,,200,TX,federal:house,TX30,2022_TX_30,O,M,1.785,1.785,1.819,,,,,,,13,13,12648.83,8687.56,7850.0,725.0,0.0,0.0,4798.83,0.0,0.0,,,,,,,0.787,C,cand,,H,H2TX301862022,H2TX30186,H2TX30186,C00796805,NH2TX30186,,,200,,,,,
70482,fd2022,2022,2022.0,cand69041670,5000037218930403.0,"crockett, jasmine",crockett,jasmine,jasmine,,,,100,TX,federal:house,TX30,2022_TX_30,O,F,-0.788,-0.779,-0.725,-0.434,-0.497,-0.179,,,,2246,3553,970008.57,817159.2,691931.47,107304.55,235262.86,4800.0,0.0,2857311.5,0.0,,,77.4770945227906,W,,,0.787,C,cand,,H,H2TX301782022,22312,H2TX30178,C00795450,NH2TX30178,,,100,,,,,
70483,fd2022,2022,2022.0,cand213100,2605840714.0,"hill, vonciel jones",hill,vonciel jones,vonciel,jones,,,100,TX,federal:house,TX30,2022_TX_30,O,F,-0.649,-0.649,-0.596,,,,,,,33,33,36438.45,35708.92,33186.69,4389.0,0.0,0.0,3000.0,0.0,0.0,,,,,,,0.787,C,cand,,H,H2TX301522022,H2TX30152,H2TX30152,C00795245,NH2TX30152,,,100,,,,,
70484,fd2022,2022,2022.0,cand213099,35977137805.0,"mulugheta, abel",mulugheta,abel,abel,,,,100,TX,federal:house,TX30,2022_TX_30,O,M,-0.934,-0.934,-0.856,-0.451,,,,,,704,704,375477.51,375477.51,367685.49,40642.62,0.0,0.0,6672.77,0.0,0.0,,,,,,,0.787,C,cand,,H,H2TX301452022,H2TX30145,H2TX30145,C00792481,NH2TX30145,,,100,,,,,
70485,fd2022,2022,2022.0,cand213098,5000037715429949.0,"hamilton, jane hope",hamilton,jane hope,jane,hope,,,100,TX,federal:house,TX30,2022_TX_30,O,F,-0.746,-0.746,-0.72,-0.486,,,,,,1045,1045,705217.96,705217.96,652182.75,44439.13,42500.0,0.0,10000.0,0.0,0.0,,,,,,,0.787,C,cand,,H,H2TX301372022,H2TX30137,H2TX30137,C00779090,NH2TX30137,,,100,,,,,
70486,fd2022,2022,2022.0,cand213097,37714248066.0,"manning, zachariah c",manning,zachariah c,zachariah,c,,,100,TX,federal:house,TX30,2022_TX_30,O,M,-0.725,-0.725,-0.699,,,,,,,15,15,8985.11,9227.62,240.11,0.0,0.0,0.0,8745.0,0.0,0.0,,,,,,,0.787,C,cand,,H,H2TX301292022,H2TX30129,H2TX30129,C00778423,NH2TX30129,,,100,,,,,
70487,fd2022,2022,2022.0,cand155917,5000037673532381.0,"mason, jessica",mason,jessica,jessica,,,,100,TX,federal:house,TX30,2022_TX_30,C,F,-1.125,-1.125,-1.101,-0.474,,,,,,2685,2686,290024.13,290024.13,268574.13,111175.98,20450.0,0.0,0.0,0.0,0.0,,,,,,,0.787,C,cand,,H,H2TX301112022,H2TX30111,H2TX30111,C00764662,NH2TX30111,,,100,,,,,
70488,fd2022,2022,2022.0,cand45151,5000004019277738.0,"caraway, barbara len mallory",caraway,barbara len mallory,barbara,len mallory,,,100,TX,federal:house,TX30,2022_TX_30,O,F,0.353,0.167,0.083,0.032,,,,,,27,200,35371.78,34544.86,27950.0,1400.0,0.0,0.0,4000.0,0.0,0.0,,,,,,,0.787,C,cand,,H,H2TX300792022,H2TX30079,H2TX30079,C00501924,N00033544,,,100,,,,,
70489,fd2022,2022,2022.0,cand213093,5000037721438851.0,"garcia, cassandra",garcia,cassandra,cassandra,,,,200,TX,federal:house,TX28,2022_TX_28,C,F,1.474,1.474,1.507,0.544,,,,,,7865,7865,3485707.38,3401408.78,2986197.44,1948733.73,219091.43,0.0,0.0,347388.59,8485499.09,,,43.3491765359552,L,,,0.535,C,cand,,H,H2TX281492022,H2TX28149,H2TX28149,C00797282,NH2TX28149,,,200,,,,,
70490,fd2022,2022,2022.0,cand213092,37680347801.0,"hohman, eric",hohman,eric,eric,,,,200,TX,federal:house,TX28,2022_TX_28,C,M,1.54,1.54,1.574,,,,,,,55,55,66136.66,66136.66,66136.66,6536.66,0.0,0.0,0.0,0.0,0.0,,,,,,,0.535,C,cand,,H,H2TX281312022,H2TX28131,H2TX28131,C00797092,NH2TX28131,,,200,,,,,
70491,fd2022,2022,2022.0,cand213091,,"ng, willie vasquez",ng,willie vasquez,willie,vasquez,,,200,TX,federal:house,TX28,2022_TX_28,C,M,1.119,1.119,,,,,,,,109,109,175285.59,175285.59,105297.0,4547.0,0.0,0.0,60900.0,0.0,0.0,,,,,,,0.535,C,cand,,H,H2TX281232022,H2TX28123,H2TX28123,C00794131,NH2TX28123,,,200,,,,,
70492,fd2022,2022,2022.0,cand213090,,"rodriguez, rolando d",rodriguez,rolando d,rolando,d,mr,,200,TX,federal:house,TX28,2022_TX_28,C,M,1.514,1.514,,,,,,,,27,27,11007.05,11007.05,10980.0,3980.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.535,C,cand,,H,H2TX281152022,H2TX28115,H2TX28115,C00793851,NH2TX28115,,,200,,,,,
70493,fd2022,2022,2022.0,cand213089,37682642167.0,"cabrera, ed",cabrera,ed,ed,,,,200,TX,federal:house,TX28,2022_TX_28,C,M,1.605,1.605,1.639,,,,,,,18,18,289305.0,289272.54,39305.0,19730.0,0.0,0.0,250000.0,0.0,0.0,,,,,,,0.535,C,cand,,H,H2TX281072022,H2TX28107,H2TX28107,C00791244,NH2TX28107,,,200,,,,,
70494,fd2022,2022,2022.0,cand213088,37681259724.0,"fowler, steven",fowler,steven,steven,,,,200,TX,federal:house,TX28,2022_TX_28,C,M,1.359,1.359,1.392,,,,,,,33,33,27994.44,27993.64,7994.44,1544.44,0.0,0.0,20000.0,0.0,0.0,,,,,,,0.535,C,cand,,H,H2TX280992022,H2TX28099,H2TX28099,C00790428,NH2TX28099,,,200,,,,,
70495,fd2022,2022,2022.0,cand213087,5000037627870886.0,"benavides, tannya",benavides,tannya,tannya,,,,100,TX,federal:house,TX28,2022_TX_28,C,F,-0.97,-0.97,-0.945,,,,,,,273,273,32999.76,32999.76,28785.67,15809.67,2900.0,0.0,1000.0,0.0,0.0,,,,,,,0.535,C,cand,,H,H2TX280812022,H2TX28081,H2TX28081,C00781807,NH2TX28081,,,100,,,,,
70496,fd2022,2022,2022.0,cand213084,33247959969.0,"perez, maclovio jr",perez,maclovio,maclovio,,mr,jr,100,TX,federal:house,TX27,2022_TX_27,C,M,-0.91,-0.91,-0.976,,,,,,,48,48,11098.1,4082.97,4486.11,0.0,0.0,0.0,4021.11,0.0,0.0,,,35.5562317958527,L,,,0.386,C,cand,,H,H2TX272992022,H2TX27299,H2TX27299,C00799106,NH2TX27299,,,100,,,,,
70497,fd2022,2022,2022.0,cand213083,37690164913.0,"louderback, andrew john",louderback,andrew john,andrew,john,,,200,TX,federal:house,TX27,2022_TX_27,C,M,1.099,1.099,1.131,,,,,,,62,62,110645.31,108577.14,65645.31,3819.05,0.0,0.0,45000.0,0.0,0.0,,,,,,,0.386,C,cand,,H,H2TX272812022,H2TX27281,H2TX27281,C00797613,NH2TX27281,,,200,,,,,
70498,fd2022,2022,2022.0,cand45127,4771173200.0,"vela, filemon",vela,filemon,filemon,,,,100,TX,federal:house,TX34,2022_TX_34,I,M,-0.182,-0.516,0.056,-0.324,-0.311,0.407,,,,12,2017,14626.0,543668.45,4126.0,326.0,4500.0,0.0,0.0,0.0,0.0,,,,,,,0.578,C,cand,,H,H2TX271902022,21366,H2TX27190,C00513531,N00034349,,,100,,,,,
70499,fd2022,2022,2022.0,cand213080,37680346002.0,"brazeal, brian james",brazeal,brian james,brian,james,,,200,TX,federal:house,TX26,2022_TX_26,C,M,1.758,1.758,1.792,,,,,,,8,8,14120.0,14120.0,1170.0,415.0,0.0,0.0,12950.0,0.0,0.0,,,,,,,0.406,C,cand,,H,H2TX262182022,H2TX26218,H2TX26218,C00796482,NH2TX26218,,,200,,,,,
70500,fd2022,2022,2022.0,cand213079,5000037683544252.0,"harrison, raven",harrison,raven,raven,,,,200,TX,federal:house,TX26,2022_TX_26,C,F,1.87,1.87,1.905,,,,,,,30,30,303302.16,303302.16,11815.0,1565.0,0.0,0.0,210000.0,0.0,0.0,,,,,,,0.406,C,cand,,H,H2TX262002022,H2TX26200,H2TX26200,C00794297,NH2TX26200,,,200,,,,,
70501,fd2022,2022,2022.0,cand213076,36244430704.0,"smith, isaac",smith,isaac,isaac,,,,200,TX,federal:house,TX26,2022_TX_26,C,M,1.924,1.924,1.898,,,,,,,61,61,34443.96,34443.96,26942.71,5362.5,0.0,0.0,7000.0,0.0,0.0,,,,,,,0.406,C,cand,,H,H2TX261762022,H2TX26176,H2TX26176,C00787069,NH2TX26176,,,200,,,,,
70502,fd2022,2022,2022.0,cand213074,37693566963.0,"collier, scott",collier,scott,scott,,,,328,TX,federal:house,TX25,2022_TX_25,C,M,-0.772,-0.772,-0.747,,,,,,,33,33,131095.73,131095.73,29086.73,4446.83,0.0,0.0,98000.0,0.0,0.0,,,,,,,0.342,C,cand,,H,H2TX253192022,H2TX25319,H2TX25319,C00800391,NH2TX25319,,,328,,,,,
70503,fd2022,2022,2022.0,cand213070,5000004316654106.0,"fragnoli, kathy",fragnoli,kathy,kathy,,,,100,TX,federal:house,TX24,2022_TX_24,C,F,-0.867,-0.867,,-0.348,,,,,,95,95,55326.33,55326.33,23045.0,5645.0,0.0,0.0,32281.33,0.0,0.0,,,,,,,0.437,C,cand,,H,H2TX241632022,H2TX24163,H2TX24163,C00794917,NH2TX24163,,,100,,,,,
70504,fd2022,2022,2022.0,cand213069,5000000112514499.0,"beckley, michelle",beckley,michelle,michelle,,,,100,TX,federal:house,TX24,2022_TX_24,C,F,-1.048,-1.048,-0.992,-0.412,,,,,,802,802,98419.3,98419.3,98369.92,27754.72,0.0,0.0,0.0,0.0,0.0,,,,,,,0.437,C,cand,,H,H2TX241552022,H2TX24155,H2TX24155,C00784967,NH2TX24155,,,100,,,,,
70505,fd2022,2022,2022.0,cand213068,37692444595.0,"gay, derrik",gay,derrik,derrik,,,,100,TX,federal:house,TX24,2022_TX_24,C,M,-0.948,-0.948,-0.924,-0.417,,,,,,1118,1118,349044.64,349044.64,337379.15,64158.18,500.0,0.0,9119.62,0.0,0.0,,,,,,,0.437,C,cand,,H,H2TX241482022,H2TX24148,H2TX24148,C00783688,NH2TX24148,,,100,,,,,
70506,fd2022,2022,2022.0,cand213067,37719266983.0,"lopez, francisco jr",lopez,francisco,francisco,,,jr,328,TX,federal:house,TX23,2022_TX_23,C,M,1.647,1.647,1.681,,,,,,,23,23,34352.0,33416.0,26002.0,7502.0,350.0,0.0,8000.0,0.0,0.0,,,,,,,0.464,C,cand,,H,H2TX231652022,H2TX23165,H2TX23165,C00799601,NH2TX23165,,,328,,,,,
70507,fd2022,2022,2022.0,cand213064,37667144605.0,"lira, john",lira,john,john,,,,100,TX,federal:house,TX23,2022_TX_23,C,M,-0.995,-0.995,-0.971,-0.389,,,,,,2970,2970,675078.71,674874.7,603495.59,164287.85,51500.0,0.0,19344.31,0.0,0.0,,,40.965910241098,L,,,0.464,C,cand,,H,H2TX231322022,H2TX23132,H2TX23132,C00780023,NH2TX23132,,,100,,,,,
70508,fd2022,2022,2022.0,cand213060,37666655700.0,"berg, matthew richard",berg,matthew richard,matthew,richard,mr,,100,TX,federal:house,TX22,2022_TX_22,C,M,-0.707,-0.707,-0.681,-0.373,,,,,,348,348,125028.74,125028.74,119928.74,15700.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.418,C,cand,,H,H2TX221672022,H2TX22167,H2TX22167,C00766642,NH2TX22167,,,100,,,,,
70509,fd2022,2022,2022.0,cand213054,36034238540.0,"villarreal, ricardo",villarreal,ricardo,ricardo,,,,100,TX,federal:house,TX21,2022_TX_21,C,M,-0.886,-0.886,-0.866,,,,,,,78,78,47924.69,46235.4,13413.7,4993.7,0.0,0.0,34473.74,0.0,0.0,,,,,,,0.4,C,cand,,H,H2TX211852022,H2TX21185,H2TX21185,C00794677,NH2TX21185,,,100,,,,,
70510,fd2022,2022,2022.0,cand213053,,"branscum, coy gee ii",branscum,coy gee,coy,gee,,jr,100,TX,federal:house,TX21,2022_TX_21,C,M,-1.139,-1.139,,-0.416,,,,,,558,558,20272.46,23914.37,20272.46,15822.46,0.0,0.0,0.0,0.0,0.0,,,,,,,0.4,C,cand,,H,H2TX211772022,H2TX21177,H2TX21177,C00791277,NH2TX21177,,,100,,,,,
70511,fd2022,2022,2022.0,cand213050,30915614988.0,"lowry, robert",lowry,robert,robert,,dr,,200,TX,federal:house,TX21,2022_TX_21,C,M,1.771,1.771,1.674,,,,,,,22,22,42145.17,43072.93,18820.17,1520.17,0.0,0.0,23325.0,0.0,0.0,,,,,,,0.4,C,cand,,H,H2TX211442022,H2TX21144,H2TX21144,C00780338,NH2TX21144,,,200,,,,,
70512,fd2022,2022,2022.0,cand213049,37669456720.0,"french, michael alexander",french,michael alexander,michael,alexander,mr,,200,TX,federal:house,TX21,2022_TX_21,C,M,1.623,1.623,1.464,,,,,,,10,10,4717.16,5457.66,655.0,0.0,0.0,0.0,4062.16,0.0,0.0,,,,,,,0.4,C,cand,,H,H2TX211362022,H2TX21136,H2TX21136,C00780130,NH2TX21136,,,200,,,,,
70513,fd2022,2022,2022.0,cand213048,104447291.0,"sturm, scott william",sturm,scott william,scott,william,,,100,TX,federal:house,TX21,2022_TX_21,C,M,-1.364,-1.364,-1.172,-0.402,,,,,,1145,1145,76134.21,76119.34,71994.21,2983.0,0.0,0.0,4140.0,0.0,0.0,,,,,,,0.4,C,cand,,H,H2TX211282022,H2TX21128,H2TX21128,C00778589,NH2TX21128,,,100,,,,,
70514,fd2022,2022,2022.0,cand213047,37693547160.0,"sinclair, kyle e",sinclair,kyle e,kyle,e,mr,,200,TX,federal:house,TX20,2022_TX_20,C,M,1.333,1.333,1.366,0.65,,,,,,450,450,293147.37,291608.29,266447.37,24901.0,21700.0,0.0,5000.0,0.0,0.0,,,31.5735149307739,L,,,0.668,C,cand,,H,H2TX200962022,H2TX20096,H2TX20096,C00792515,NH2TX20096,,,200,,,,,
70515,fd2022,2022,2022.0,cand213041,,"montiel, carmen",montiel,carmen,carmen,,,,200,TX,federal:house,TX18,2022_TX_18,C,F,1.357,1.357,,0.594,,,,,,304,304,126358.5,122788.35,122958.5,16077.2,3400.0,0.0,0.0,0.0,0.0,,,27.0323270739244,L,,,0.746,C,cand,,H,H2TX182072022,H2TX18207,H2TX18207,C00792614,NH2TX18207,,,200,,,,,
70516,fd2022,2022,2022.0,cand213031,,"montanez berrios dmb, deliris",montanez berrios dmb,deliris,deliris,,,,100,TX,federal:house,TX16,2022_TX_16,C,U,-0.45,-0.45,,,,,,,,10,10,26974.35,26018.29,960.0,710.0,0.0,0.0,26014.35,0.0,0.0,,,,,,,0.68,C,cand,,H,H2TX162502022,H2TX16250,H2TX16250,C00794859,NH2TX16250,,,100,,,,,
70517,fd2022,2022,2022.0,cand213025,5000037681752926.0,"vallejo, michelle",vallejo,michelle,michelle,,,,100,TX,federal:house,TX15,2022_TX_15,C,F,-0.966,-0.966,-0.941,-0.369,,,,,,5883,5883,2346631.22,2334914.06,1660034.89,477470.91,328250.0,180.84,100000.0,561640.79,1603150.95,,,45.679691430488,L,,,0.485,C,cand,,H,H2TX152032022,H2TX15203,H2TX15203,C00797217,NH2TX15203,,,100,,,,,
70518,fd2022,2022,2022.0,cand213024,37680898585.0,"villarreal rigney, john",villarreal rigney,john,john,,,,100,TX,federal:house,TX15,2022_TX_15,C,M,-0.248,-0.248,-0.22,,,,,,,28,28,330110.38,325667.45,29110.0,260.0,0.0,0.0,301000.0,0.0,0.0,,,,,,,0.485,C,cand,,H,H2TX151952022,H2TX15195,H2TX15195,C00797183,NH2TX15195,,,100,,,,,
70519,fd2022,2022,2022.0,cand213023,5000030938812379.0,"canady, sara larue newnam",canady,sara larue newnam,sara,larue newnam,,,200,TX,federal:house,TX15,2022_TX_15,C,F,1.989,1.989,1.798,,,,,,,15,15,23680.0,18107.34,18680.0,2930.0,0.0,0.0,5000.0,0.0,0.0,,,,,,,0.485,C,cand,,H,H2TX151872022,H2TX15187,H2TX15187,C00796169,NH2TX15187,,,200,,,,,
70520,fd2022,2022,2022.0,cand213022,,"melendez, ivan",melendez,ivan,ivan,,dr,,100,TX,federal:house,TX15,2022_TX_15,C,U,0.291,0.291,,,,,,,,6,6,27787.35,27787.35,0.0,0.0,0.0,0.0,27787.35,0.0,0.0,,,,,,,0.485,C,cand,,H,H2TX151792022,H2TX15179,H2TX15179,C00796011,NH2TX15179,,,100,,,,,
70521,fd2022,2022,2022.0,cand213019,5000037680136881.0,"alvarado, eliza",alvarado,eliza,eliza,,dr,,100,TX,federal:house,TX15,2022_TX_15,C,F,-1.016,-1.016,-0.991,,,,,,,51,51,79035.0,72804.9,47360.0,300.0,2500.0,0.0,29000.0,0.0,0.0,,,,,,,0.485,C,cand,,H,H2TX151462022,H2TX15146,H2TX15146,C00792275,NH2TX15146,,,100,,,,,
70522,fd2022,2022,2022.0,cand213018,36054348737.0,"ramirez, ruben",ramirez,ruben,ruben,,,,100,TX,federal:house,TX15,2022_TX_15,C,M,-0.059,-0.059,-0.042,-0.34,,,,,,392,392,493221.73,493221.73,390400.84,12593.34,56400.0,0.0,12250.0,492042.58,0.0,,,,,,,0.485,C,cand,,H,H2TX151382022,H2TX15138,H2TX15138,C00791871,NH2TX15138,,,100,,,,,
70523,fd2022,2022,2022.0,cand213016,5000037680071724.0,"mccaffrey, francis timothy",mccaffrey,francis timothy,francis,timothy,mr,,200,TX,federal:house,TX34,2022_TX_34,C,M,-1.021,-1.021,-0.996,,,,,,,7,7,14797.76,10264.62,14797.76,997.76,0.0,0.0,0.0,0.0,0.0,,,,,,,0.578,C,cand,,H,H2TX151122022,H2TX15112,H2TX15112,C00787614,NH2TX15112,,,200,,,,,
70524,fd2022,2022,2022.0,cand213014,5000037722265039.0,"smith, gina dunckel",smith,gina dunckel,gina,dunckel,,,200,TX,federal:house,TX14,2022_TX_14,C,F,1.186,1.186,1.219,,,,,,,81,81,118095.63,118095.63,81628.69,4500.44,0.0,0.0,29900.0,0.0,0.0,,,,,,,0.355,C,cand,,H,H2TX142062022,H2TX14206,H2TX14206,C00776914,NH2TX14206,,,200,,,,,
70525,fd2022,2022,2022.0,cand44967,4634042436.0,"weber, randy",weber,randy,randy,,,,200,TX,federal:house,TX14,2022_TX_14,I,M,1.099,1.053,1.134,0.678,0.73,0.019,,,,636,3047,1036639.13,1066150.61,602130.91,27889.86,317023.71,0.0,0.0,0.0,0.0,,,,,,,0.355,C,cand,,H,H2TX141492022,21360,H2TX14149,C00502229,N00033539,,,200,,,,,
